carfax,config,consumer_rating,consumer_review_number,deal,dealer,dealer_rating,dealer_review_number,dealer_zipcode,drivetrain,ext_color,good_deal_margin,hotornot,int_color,mileage,model,ori_price,owners,price,sellin,transmission,vin,year
Free CARFAX 1-Owner Report,P90D,5.0,12,,Rev It Motors,5.0,3,92040,AWD,Black,,NOT HOT,White,29642,Model X,,1,71595,nan,Automatic,5YJXCAE40GF000616,2016
Free CARFAX 1-Owner Report,Long Range 4dr Fastback,4.5,69,Good,Las Vegas Auto Sport,3.4,10,89103,RWD,Black,"$50,067",NOT HOT,Black,24522,Model 3,,1,45999,nan,Automatic,5YJ3E1EA7JF002658,2018
Free CARFAX 1-Owner Report,Long Range,4.0,12,Good,Shift San Francisco,3.4,38,94114,RWD,White,"$51,517",NOT HOT,Gray,12610,Model 3,,1,45850,nan,Automatic,5YJ3E1EA6HF000815,2017
Free CARFAX Report,P100D,4.7,25,Fair,Mercedes-Benz of Encino,5.0,19,91436,AWD,Other,"$104,471",NOT HOT,Other,11452,Model S,,more than 1,109998,nan,Automatic,5YJSA1E47HF189007,2017
Free CARFAX Report,,4.0,5,Good,Radical Auto,4.7,11,91505,RWD,Gray,"$56,485",NOT HOT,Gray,47933,Roadste,,more than 1,55980,nan,Automatic,5YJRE1A1XB1001275,2011
Free CARFAX 1-Owner Report,70D,4.8,41,Good,Puente Hills Mitsubishi,3.7,3,91748,RWD,Black,"$41,172",NOT HOT,Other,40810,Model S,,1,36600,nan,Automatic,5YJSA1E1XFF103062,2015
Free CARFAX 1-Owner Report,P85D,4.8,41,Good,"Discovery Auto Center, LLC",3.9,37,33612,AWD,Other,"$61,314",NOT HOT,Other,25307,Model S,,1,58490,nan,Automatic,5YJSA1H22FFP80028,2015
Free CARFAX Report,Base,4.9,47,Good,CV Wholesale,nan,nan,54304,RWD,Blue,"$30,438",NOT HOT,Beige,100459,Model S,,more than 1,27990,nan,Other / Unknown,5YJSA1DG1DFP04881,2013
Free CARFAX 1-Owner Report,75D,5.0,5,Good,Mark Motors,nan,nan,78006,AWD,White,"$85,219",NOT HOT,White,8695,Model X,,1,81888,nan,Automatic,5YJXCDE24JF100970,2018
Free CARFAX 1-Owner Report,,4.5,69,Good,BMW of Freeport,4.7,712,11520,RWD,Black,"$54,650",NOT HOT,Black,7358,Model 3,,1,47853,nan,Automatic,5YJ3E1EA8JF020828,2018
Free CARFAX 1-Owner Report,90D,4.8,27,Great,World Auto Inc.,nan,nan,32809,AWD,White,"$63,480",NOT HOT,White,18984,Model S,,1,54999,nan,Automatic,5YJSA1E27GF160975,2016
Free CARFAX 1-Owner Report,90D,5.0,12,Good,Penske Honda,3.9,182,46240,AWD,Silver,"$76,464",HOT CAR,Other,28863,Model X,,1,74571,3,Automatic,5YJXCBE28GF004630,2016
Free CARFAX 1-Owner Report,85D,4.8,41,,NextGear Motors,4.4,7,27603,AWD,White,,NOT HOT,Black,35841,Model S,,1,42990,nan,Automatic,5YJSA1H26FFP75771,2015
CARFAX Report,75,4.8,27,Good,Performance Motors,nan,nan,84042,RWD,Gray,"$54,929",NOT HOT,Black,13347,Model S,,more than 1,49999,nan,Automatic,5YJSA1E14GF159645,2016
Free CARFAX 1-Owner Report,P100D,4.8,27,Good,Greenwood Automotive,4.0,46,80112,AWD,Black,"$90,501",NOT HOT,Black,32856,Model S,88500,1,87900,nan,Automatic,5YJSA1E49GF177648,2016
Free CARFAX Report,Performance,4.5,69,Good,Smart Chevrolet,4.1,171,27025,AWD,Black,"$56,345",NOT HOT,Black,2236,Model 3,,more than 1,52455,nan,Automatic,5YJ3E1EB1JF184852,2018
Free CARFAX 1-Owner Report,90D,4.8,41,,Alpha Motorsports,4.7,840,22408,AWD,Gray,,NOT HOT,Black,21845,Model S,,1,47000,nan,Automatic,5YJSA1V21FF094552,2015
Free CARFAX Report,,5.0,4,Fair,Priced Rite Auto,nan,nan,68528,RWD,Gray,"$70,897",NOT HOT,Black,9515,Roadste,,more than 1,78900,nan,Automatic,5YJRE1A30A1000667,2010
Free CARFAX 1-Owner Report,90D,4.8,41,Good,Auto Boutique,4.4,47,43204,AWD,Brown,"$45,138",NOT HOT,Beige,22791,Model S,,1,42995,nan,Automatic,5YJSA1E27FF111998,2015
Free CARFAX Report,90D,4.8,27,Great,Major Motor Cars,5.0,10,90404,AWD,White,"$63,101",NOT HOT,Beige,33268,Model S,53994,more than 1,51979,nan,Automatic,5YJSA1E22GF119654,2016
Free CARFAX 1-Owner Report,90D,4.8,41,Good,"Fairfax Motors, Inc.",3.5,29,22031,AWD,Silver,"$48,628",NOT HOT,Other,39432,Model S,,1,42988,nan,Automatic,5YJSA1E23FF114011,2015
Free CARFAX 1-Owner Report,P85D,4.9,33,Good,Autobahn Gallery,nan,nan,94568,RWD,White,"$45,973",NOT HOT,Black,36628,Model S,,1,42888,nan,Automatic,5YJSA1H10EFP40911,2014
Free CARFAX 1-Owner Report,75D,4.7,25,Good,K&S Auto Sales,5.0,39,92103,AWD,Silver,"$64,367",NOT HOT,Black,37787,Model S,,1,62000,nan,Automatic,5YJSA1E29HF187886,2017
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Zone Motors,3.6,34,60101,RWD,White,"$34,974",NOT HOT,Black,49077,Model S,,1,32950,nan,Automatic,5YJSA1AC8DFP11182,2013
Free CARFAX 1-Owner Report,90D,5.0,12,Fair,eLeaseReturns.com,nan,nan,94583,4x4/4-wheel drive,Other,"$84,192",NOT HOT,Other,3561,Model X,,1,79995,nan,Automatic,5YJXCDE25GF024054,2016
CARFAX Report,70D,4.8,41,,Northern Kentucky Auto Sales,4.3,68,41076,AWD,Blue,,NOT HOT,Black,50166,Model S,,more than 1,32495,nan,Automatic,5YJSA1S29FF090530,2015
CARFAX Report,P100D,4.7,25,Good,Arcari Motor Sales,5.0,2,06084,AWD,Black,"$124,638",NOT HOT,Black,1984,Model S,,more than 1,119999,nan,Automatic,5YJSA1E47HF196006,2017
Free CARFAX 1-Owner Report,90D,5.0,12,Fair,"City Auto Sales, LLC",4.7,155,38128,AWD,Gray,"$64,082",NOT HOT,Gray,38705,Model X,,1,69995,nan,Automatic,5YJXCBE29GF008041,2016
Free CARFAX 1-Owner Report,75D,4.7,25,Good,Hyundai Nissan of Serramonte,1.0,105,94014,RWD,Silver,"$56,251",NOT HOT,Other,20675,Model S,,1,52510,nan,Automatic,5YJSA1E17HF206541,2017
CARFAX Report,Long Range,4.5,69,,Daniel (Private Seller),nan,nan,nan,RWD,White,,NOT HOT,Black,17440,Model 3,,more than 1,46500,nan,Automanual,,2018
CARFAX Report,Performance,4.9,47,,Alex (Private Seller),nan,nan,nan,RWD,Black,,NOT HOT,Black,76000,Model S,,more than 1,39000,nan,CVT,,2013
CARFAX Report,Base,4.9,33,,Brent (Private Seller),nan,nan,nan,RWD,Blue,,NOT HOT,Beige,64500,Model S,,more than 1,40000,nan,Automatic,,2014
Free CARFAX 1-Owner Report,Performance,4.5,69,Good,TRED Private Seller (SF),nan,nan,94105,AWD,Silver,"$64,518",NOT HOT,Other,1874,Model 3,,1,62000,nan,Automatic,5YJ3E1EB5JF105747,2018
Free CARFAX Report,,5.0,4,,Matt (Private Seller),nan,nan,nan,RWD,Red,,NOT HOT,Black,6980,Roadste,,more than 1,74900,nan,Automanual,5YJRE1A3XA1000613,2010
Free CARFAX Report,70D,4.8,41,,Patrick (Private Seller),nan,nan,nan,AWD,White,,NOT HOT,Black,57067,Model S,,more than 1,45999,nan,Automatic,5YJSA1S27FF085522,2015
Free CARFAX Report,P85D,4.8,41,,Jeffrey (Private Seller),nan,nan,nan,AWD,Beige,,NOT HOT,Gold,47600,Model S,,more than 1,53000,nan,Automatic,5YJSA1E45FF118742,2015
CARFAX Report,90D,5.0,12,,Scott (Private Seller),nan,nan,nan,AWD,White,,NOT HOT,Black,34600,Model X,,more than 1,69500,nan,Automatic,,2016
Free CARFAX Report,Base,4.9,47,,Ralph (Private Seller),nan,nan,nan,RWD,Silver,,NOT HOT,Black,50600,Model S,,more than 1,34995,nan,Automatic,5YJSA1CG1DFP16594,2013
Free CARFAX Report,P100D,4.9,17,,Winston (Private Seller),nan,nan,nan,AWD,White,,NOT HOT,Black,10200,Model X,,more than 1,124990,nan,Automatic,5YJXCAE47HF051399,2017
Free CARFAX Report,P90D,4.8,27,,Michael (Private Seller),nan,nan,nan,AWD,Black,,NOT HOT,Beige,17824,Model S,,more than 1,85000,nan,Automatic,5yjsa1e42gf168208,2016
Free CARFAX Report,85D,4.8,41,,Holly (Private Seller),nan,nan,nan,AWD,Brown,,NOT HOT,Beige,29257,Model S,,more than 1,45500,nan,Automatic,5YJSA1E27FF111077,2015
CARFAX Report,P100D,4.8,5,,Scott (Private Seller),nan,nan,nan,AWD,Gray,,NOT HOT,Black,5000,Model S,,more than 1,120000,nan,Automatic,,2018
CARFAX Report,P90D,5.0,12,,bryan (Private Seller),nan,nan,nan,AWD,Silver,,NOT HOT,White,51000,Model X,,more than 1,75995,nan,Automanual,,2016
Free CARFAX Report,Base,4.9,47,,Integrity Auto Sales,4.5,33,95823,RWD,White,,HOT CAR,Other,33524,Model S,,more than 1,41987,11,Automatic,5YJSA1CN5DFP26835,2013
Free CARFAX Report,75D,4.7,25,,Private (Private Seller),nan,nan,nan,AWD,Gray,,NOT HOT,Black,23000,Model S,,more than 1,65995,nan,Automatic,5YJSA1E28HF170688,2017
Free CARFAX Report,Long Range,4.5,69,,Colin (Private Seller),nan,nan,nan,RWD,Red,,NOT HOT,Black,2400,Model 3,,more than 1,48000,nan,Automatic,5YJ3E1EA7JF048040,2018
Free CARFAX Report,85D,4.8,41,,Derek (Private Seller),nan,nan,nan,AWD,White,,NOT HOT,Black,50500,Model S,,more than 1,40000,nan,Automatic,5yjsa1h23ff085539,2015
CARFAX Report,Base,4.9,33,,Hybrid 4 U,nan,nan,92807,RWD,Blue,,NOT HOT,Black,73000,Model S,,more than 1,35999,nan,Other / Unknown,5YJSA1H19EFP61157,2014
Free CARFAX Report,Base,4.9,33,,Sean (Private Seller),nan,nan,nan,RWD,Black,,NOT HOT,Beige,64640,Model S,,more than 1,37000,nan,Automatic,5YJSA1S13EFP65259,2014
Free CARFAX Report,P90D,4.8,41,,Justin (Private Seller),nan,nan,nan,AWD,Blue,,NOT HOT,Black,48834,Model S,,more than 1,59000,nan,Automatic,5yjsa1h46ff086332,2015
Free CARFAX Report,60D,5.0,12,,Jeramy (Private Seller),nan,nan,nan,AWD,Red,,NOT HOT,Beige,53711,Model X,,more than 1,64875,nan,Automatic,5YJXCAE23GF017831,2016
Free CARFAX Report,P100D,5.0,12,,Tom (Private Seller),nan,nan,nan,AWD,White,,NOT HOT,White,34000,Model X,,more than 1,120000,nan,Automatic,5yjxcae43gf028295,2016
CARFAX Report,100D,4.7,25,,Christopher (Private Seller),nan,nan,nan,AWD,Blue,,NOT HOT,Black,15400,Model S,,more than 1,72000,nan,Automatic,,2017
CARFAX Report,90D,5.0,12,Fair,Williston Economy Motors,nan,nan,05495,AWD,Gray,"$69,246",NOT HOT,Beige,19750,Model X,,more than 1,77985,nan,Automatic,5YJXCBE2XGF003396,2016
Free CARFAX Report,Performance,4.9,33,Great,Nissan of Duarte,2.0,9,91010,RWD,Silver,"$47,975",NOT HOT,Other,49870,Model S,,more than 1,39869,nan,Automatic,5YJSA1H15EFP52732,2014
Free CARFAX Report,,4.0,5,,Fernando (Private Seller),nan,nan,nan,RWD,Gray,,NOT HOT,Gray,28295,Roadste,,more than 1,78500,nan,Automatic,5yjre1a39b1001415,2011
Free CARFAX 1-Owner Report,Long Range,4.5,69,Good,TRED Private Seller (SF),nan,nan,94105,RWD,White,"$53,671",NOT HOT,Other,9601,Model 3,,1,48500,nan,Automatic,5YJ3E1EAXJF062918,2018
Free CARFAX 1-Owner Report,Long Range,4.5,69,Fair,TRED Private Seller (SF),nan,nan,94105,AWD,Other,"$53,671",NOT HOT,Other,3480,Model 3,,1,59093,nan,Automatic,5YJ3E1EB1JF065828,2018
Free CARFAX Report,100D,4.8,5,,Vignesh (Private Seller),nan,nan,nan,AWD,Red,,NOT HOT,Gold,9999,Model S,,more than 1,84900,nan,Automatic,5YJSA1E22JF270243,2018
Free CARFAX Report,Performance,4.6,11,,Gur (Private Seller),nan,nan,nan,RWD,Silver,,NOT HOT,Black,79068,Model S,,more than 1,31998,nan,Automatic,5YJSA1DP7CFP01451,2012
Free CARFAX Report,100D,4.8,5,,Bob (Private Seller),nan,nan,nan,AWD,Gray,,NOT HOT,Black,22304,Model S,71995,more than 1,69995,nan,Automatic,5YJSA1E28JF248084,2018
Free CARFAX 1-Owner Report,P100D-AWD W/ LUDICROUS MODE 1 OWNER 2 PILOT 3M CLE,5.0,5,Fair,Chicago Auto Place,3.9,233,60106,AWD,White,"$89,152",NOT HOT,Black,8691,Model X,,1,149888,nan,Automatic,5YJXCBE47JF086939,2018
Free CARFAX 1-Owner Report,Long Range,4.5,69,Good,TRED Private Seller (SF),nan,nan,94105,RWD,White,"$53,671",NOT HOT,Other,6000,Model 3,,1,47000,nan,Automatic,5YJ3E1EA7JF062763,2018
Free CARFAX Report,P85D,4.8,41,,Jason (Private Seller),nan,nan,nan,AWD,White,,NOT HOT,Black,21500,Model S,,more than 1,61000,nan,Automatic,5YJSA1H2XFFP68872,2015
Free CARFAX Report,P85D,4.8,41,Good,Bergstrom Luxury on Victory Lane,3.6,275,54913,AWD,Blue,"$48,670",HOT CAR,Black,36248,Model S,,more than 1,45406,7,Automatic,5YJSA1H24FF092774,2015
Free CARFAX Report,75,4.8,27,,ENRIQUE (Private Seller),nan,nan,nan,RWD,Gray,,NOT HOT,Black,10745,Model S,65000,more than 1,57500,nan,Automatic,5YJSA1E19GF175338,2016
Free CARFAX Report,P85D,4.8,41,,Peter (Private Seller),nan,nan,nan,4x4/4-wheel drive,Black,,NOT HOT,Beige,38616,Model S,75000,more than 1,69000,nan,Automatic,5yjsa1h27efp67497,2015
Free CARFAX Report,P90D,4.8,27,,Alfredo (Private Seller),nan,nan,nan,AWD,Blue,,NOT HOT,Beige,34872,Model S,72800,more than 1,62800,nan,Automanual,5YJSA1E47GF125791,2016
CARFAX Report,Performance,4.9,47,Good,Berman Subaru of Chicago,4.7,268,60641,RWD,White,"$41,171",NOT HOT,Black,25337,Model S,41444,more than 1,40288,nan,Automatic,5YJSA1CP5DFP04089,2013
Free CARFAX Report,P85D,4.9,33,Fair,Preferred Imports,4.5,68,35233,RWD,Blue,"$35,497",NOT HOT,Black,74885,Model S,,more than 1,36800,nan,Automatic,5YJSA1H1XEFP37403,2014
Free CARFAX 1-Owner Report,Long Range,4.5,69,Fair,TRED Private Seller (San Jose),nan,nan,95131,AWD,White,"$53,671",NOT HOT,Other,5650,Model 3,,1,57000,nan,Automatic,5YJ3E1EB1JF185712,2018
Free CARFAX 1-Owner Report,75D,4.8,5,Good,Autos of Dallas,4.1,1000,75093,AWD,Black,"$65,206",NOT HOT,Black,19061,Model S,,1,60990,nan,Automatic,5YJSA1E2XJF248698,2018
Free CARFAX 1-Owner Report,P85D,4.9,33,Great,Jaguar Land Rover Bethesda,3.8,53,20852,RWD,Black,"$51,945",NOT HOT,Black,30349,Model S,,1,39895,nan,Automatic,5YJSA1H18EFP44897,2014
Free CARFAX 1-Owner Report,P90D,5.0,12,,John Elway Cadillac,4.9,181,80124,AWD,Black,,NOT HOT,Black,19400,Model X,,1,77490,nan,Automatic,5YJXCAE48GF000332,2016
Free CARFAX 1-Owner Report,70D,4.8,27,Great,World Auto Inc.,nan,nan,32809,RWD,White,"$53,522",NOT HOT,Other,35109,Model S,,1,42999,nan,Automatic,5YJSA1E18GF134165,2016
Free CARFAX 1-Owner Report,75D,4.8,27,Good,Auto Gallery,2.8,26,07644,AWD,Black,"$57,046",NOT HOT,Black,15252,Model S,,1,52895,nan,Automatic,5YJSA1E21GF173396,2016
Free CARFAX 1-Owner Report,P100D,4.8,5,Fair,Luxury Auto Collection,3.0,6,85258,AWD,Silver,"$114,926",NOT HOT,Black,2000,Model S,,1,130000,nan,Automatic,5YJSA1E47JF285662,2018
CARFAX Report,Performance,4.9,33,Great,Wheels & Deals,4.6,24,95051,RWD,Blue,"$40,320",NOT HOT,Other,70529,Model S,34999,more than 1,32800,nan,Automatic,5YJSA1H18EFP27498,2014
Free CARFAX Report,,5.0,4,Fair,Wholesale Inc.,4.8,340,37122,RWD,Black,"$35,988",HOT CAR,Black,42763,Roadste,,more than 1,43477,4,Automatic,5YJRE1A38A1001078,2010
CARFAX Report,Base,4.9,47,,Atlanta Fine Cars,4.4,32,30236,RWD,Silver,,NOT HOT,Beige,37000,Model S,,more than 1,59990,nan,Automatic,5YJSA1CG4DFP27380,2013
Free CARFAX 1-Owner Report,BASE,4.5,69,Fair,Blinker Private Party - Los Angeles,4.0,1,90012,RWD,Gray,"$53,596",NOT HOT,Black,4100,Model 3,,1,53900,nan,Automatic,5YJ3E1EA7JF025700,2018
Free CARFAX Report,P100D,4.9,17,Good,Blinker Private Party - San Diego,nan,nan,92101,AWD,Black,"$98,205",NOT HOT,White,35105,Model X,,more than 1,98500,nan,Automatic,5YJXCBE49HF038241,2017
Free CARFAX 1-Owner Report,75D,4.8,27,Good,ALM Gwinnett,4.8,1025,30096,AWD,Silver,"$55,306",NOT HOT,Beige,22248,Model S,,1,51795,nan,Automatic,5YJSA1E21GF168330,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,,Motor Cars of Nashville,4.3,40,37122,AWD,Blue,,NOT HOT,Beige,12269,Model S,,1,59998,nan,Automatic,5YJSA1E44GF122766,2016
Free CARFAX 1-Owner Report,,5.0,4,Good,Current Automotive,nan,nan,60540,RWD,Orange,"$68,444",NOT HOT,Beige,14901,Roadste,,1,64972,nan,Automatic,5YJRE1A15A1001117,2010
Free CARFAX 1-Owner Report,,5.0,4,Fair,Motors Northwest,4.2,34,98409,RWD,Other,"$66,580",NOT HOT,Black,38837,Roadste,,1,75000,nan,Automatic,5YJRE1A34A1000669,2010
Free CARFAX 1-Owner Report,BASE,4.5,69,Fair,Blinker Private Party - San Jose,nan,nan,95113,AWD,White,"$54,562",NOT HOT,Black,12000,Model 3,,1,80000,nan,Automatic,5YJ3E1EB8JF072601,2018
Free CARFAX 1-Owner Report,P100D,4.9,17,Fair,Evolve Automotive,5.0,1,80222,AWD,White,"$110,522",NOT HOT,White,24000,Model X,,1,112900,nan,Automatic,5YJXCBE46HF038228,2017
Free CARFAX 1-Owner Report,75D,5.0,5,Good,Shift San Francisco,3.4,38,94114,AWD,Silver,"$75,928",NOT HOT,Black,15653,Model X,76200,1,75250,nan,Automatic,5YJXCDE25JF100959,2018
Free CARFAX 1-Owner Report,Long Range Battery RWD,4.5,69,Good,Northwest Chevrolet of Bellingham,2.9,77,98226,RWD,Black,"$51,082",NOT HOT,Black,10365,Model 3,45999,1,45499,nan,Automatic,5YJ3E1EA0JF016188,2018
Free CARFAX 1-Owner Report,P85D,4.8,41,Good,Audi Arlington,3.1,195,22204,AWD,Blue,"$60,401",NOT HOT,Black,24805,Model S,57487,1,56487,nan,Automatic,5YJSA1H49FF085501,2015
Free CARFAX 1-Owner Report,100D,5.0,5,Good,Sewell BMW of Grapevine,4.1,26,76051,AWD,Other,"$99,511",NOT HOT,White,9820,Model X,,1,96888,nan,Automatic,5YJXCBE29JF087766,2018
Free CARFAX 1-Owner Report,Performance,4.9,47,Fair,Chicago Fine Motors,3.6,52,60525,RWD,Silver,"$34,694",NOT HOT,Gray,71086,Model S,,1,35500,nan,Automatic,5YJSA1DP7DFP10832,2013
Free CARFAX Report,P90D,5.0,12,,TJ Chapman Auto LLC,4.4,44,84116,AWD,Black,,NOT HOT,Black,15500,Model X,77992,more than 1,74992,nan,Automatic,5YJXCBE44GFS00632,2016
Free CARFAX 1-Owner Report,85D,4.8,41,,Family Auto,5.0,2,84062,AWD,Gray,,NOT HOT,Gray,26391,Model S,,1,48999,nan,Automatic,5YJSA1E2XFF105192,2015
Free CARFAX 1-Owner Report,70D,4.8,41,,Highline Auto Sales,4.6,272,60527,AWD,Other,,NOT HOT,Black,37585,Model S,39995,1,37995,nan,Automatic,5YJSA1S22FF094371,2015
Free CARFAX 1-Owner Report,75D,4.9,17,Good,Sewell BMW of Grapevine,4.1,26,76051,AWD,Black,"$78,037",NOT HOT,Black,14728,Model X,,1,71988,nan,Automatic,5YJXCAE25HF070354,2017
Free CARFAX 1-Owner Report,85D,4.8,41,Good,Sam Jidd Luxury LLC,3.9,7,60018,RWD,Silver,"$46,863",NOT HOT,Other,20140,Model S,,1,42555,nan,Automatic,5YJSA1S13FFP77025,2015
Free CARFAX 1-Owner Report,100D,4.9,17,Fair,Ultimo Motors East,4.1,104,60559,AWD,White,"$69,395",NOT HOT,Black,30177,Model X,,1,79988,nan,Automatic,5YJXCBE2XHF067987,2017
CARFAX Report,Performance,4.9,47,Good,Virginia Luxury Motors,2.3,6,20152,RWD,Silver,"$37,165",NOT HOT,Gray,54205,Model S,,more than 1,34990,nan,Automatic,5YJSA1DN7DFP19853,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Rose Motorcars,5.0,10,94546,RWD,Other,"$32,857",NOT HOT,Other,71500,Model S,,1,28999,nan,Automatic,5YJSA1AC3DFP10117,2013
Free CARFAX 1-Owner Report,Long Range,4.5,69,Good,Allentown Kia,4.7,462,18103,RWD,White,"$52,891",HOT CAR,Black,15428,Model 3,49988,1,48885,5,Automatic,5YJ3E1EA3JF027251,2018
Free CARFAX 1-Owner Report,75,4.8,27,Fair,Highline Auto Sales,4.6,272,60527,RWD,Black,"$38,465",HOT CAR,Black,42173,Model S,41995,1,39995,6,Automatic,5YJSA1E18GF132822,2016
CARFAX Report,Base,4.9,47,Good,Auto Hub,4.2,32,08902,RWD,Black,"$32,280",NOT HOT,Other,63794,Model S,30990,more than 1,29990,nan,Automatic,5YJSA1AG3DFP03767,2013
Free CARFAX 1-Owner Report,100D,4.9,17,Good,Specialized Sales & Leasing,3.8,98,84101,AWD,Black,"$97,791",NOT HOT,White,20775,Model X,,1,95786,nan,Automatic,5YJXCDE26HF076424,2017
Free CARFAX 1-Owner Report,BASE,4.5,69,Good,Blinker Private Party - Antioch,nan,nan,94509,RWD,Other,"$55,211",NOT HOT,Black,9990,Model 3,,1,48500,nan,Automatic,5YJ3E1EA3JF008876,2018
CARFAX Report,Base,4.9,47,Good,"Import Plus, LLC",nan,nan,80909,RWD,Silver,"$31,852",NOT HOT,Other,97560,Model S,,more than 1,29995,nan,Automatic,5YJSA1CG5DFP03847,2013
Free CARFAX 1-Owner Report,85D,4.8,41,Fair,Cincinnati Automotive Group Inc,3.8,65,45050,AWD,Brown,"$32,381",NOT HOT,Other,70745,Model S,,1,41999,nan,Automatic,5YJSA1H27FF098620,2015
Free CARFAX 1-Owner Report,75D,4.8,5,Fair,"CNC Motors, Inc.",5.0,5,91784,AWD,White,"$65,050",NOT HOT,White,9250,Model S,,1,69999,nan,Automatic,5YJSA1E26JF246995,2018
Free CARFAX 1-Owner Report,P100D,4.9,17,Good,World Class Motors,3.9,64,46060,AWD,Black,"$116,963",NOT HOT,Black,13291,Model X,,1,113997,nan,Automatic,5YJXCAE49HF034281,2017
Free CARFAX 1-Owner Report,,4.7,25,Fair,Indy Auto Man,4.6,1472,46227,AWD,White,"$57,425",HOT CAR,Other,28047,Model S,,1,60995,10,Automatic,5YJSA1E27HF230735,2017
Free CARFAX Report,Base,4.9,33,Great,Euro Auto Sport,nan,nan,20152,RWD,Green,"$36,489",NOT HOT,Other,82482,Model S,,more than 1,29999,nan,Automatic,5YJSA1S11EFP41316,2014
Free CARFAX 1-Owner Report,90D,4.8,27,,Georgia Auto World,3.2,51,30062,AWD,White,,NOT HOT,Black,37347,Model S,,1,47990,nan,Automatic,5YJSA1E28GF136331,2016
Free CARFAX 1-Owner Report,P100D,4.8,5,Good,Jack Powell Chrysler Jeep Dodge RAM,4.5,146,92029,AWD,Gray,"$65,151",NOT HOT,Other,16637,Model S,61500,1,60900,nan,Automatic,5YJSA1E2XJF248796,2018
Free CARFAX Report,Base,4.9,47,Good,Virginia Luxury Motors,2.3,6,20152,RWD,White,"$35,741",NOT HOT,Beige,41335,Model S,,more than 1,34970,nan,Automatic,5YJSA1CG0DFP03562,2013
Free CARFAX Report,Base,4.9,47,Good,California Car Company,3.3,13,92821,RWD,Black,"$35,088",NOT HOT,Black,61427,Model S,,more than 1,34995,nan,Automatic,5YJSA1CG9DFP15807,2013
Free CARFAX 1-Owner Report,Signature,4.6,11,Good,Lustine Chrysler Jeep Dodge RAM,4.4,974,22191,RWD,Green,"$36,969",NOT HOT,Gray,47192,Model S,36500,1,35900,nan,Automatic,5YJSA1CN0CFP02439,2012
Free CARFAX 1-Owner Report,BASE,4.5,69,Good,Blinker Private Party - Boulder,nan,nan,80302,RWD,Black,"$46,525",NOT HOT,Black,11000,Model 3,,1,42000,nan,Automatic,5YJ3E1EA3JF030389,2018
Free CARFAX 1-Owner Report,85D,4.8,41,,Motor Cars of Nashville,4.3,40,37122,AWD,Gray,,NOT HOT,Gray,28517,Model S,,1,44899,nan,Automatic,5YJSA1E2XFF115236,2015
CARFAX Report,Base,4.9,33,Great,Fred's Executive Auto,4.7,76,22191,RWD,Gray,"$39,761",NOT HOT,Beige,32000,Model S,,more than 1,32997,nan,Automatic,5YJSA1S16EFP61724,2014
Free CARFAX 1-Owner Report,75 4dr Liftback (midyear release),4.8,27,Good,Vroom (Online Dealer - Nationwide Delivery),5.0,3,64102,RWD,Silver,"$58,035",NOT HOT,Black,25505,Model S,54990,1,53890,nan,Automatic,5YJSA1E13GF142268,2016
Free CARFAX Report,Signature,4.6,11,Fair,Auto Merchants Inc.,3.7,98,75093,RWD,Other,"$21,064",HOT CAR,Beige,127834,Model S,,more than 1,26900,3,Automatic,5YJSA1CN4CFP02475,2012
Free CARFAX 1-Owner Report,Base,4.9,47,Fair,Best Car N Care Inc.,1.0,5,11235,RWD,White,"$30,312",NOT HOT,Black,103600,Model S,,1,31900,nan,Automatic,5YJSA1CN5DFP14880,2013
Free CARFAX 1-Owner Report,75D,4.8,5,,Sam Jidd Luxury LLC,3.9,7,60018,AWD,Black,,NOT HOT,Other,14019,Model S,59855,1,58855,nan,Automatic,5YJSA1E20JF246443,2018
Free CARFAX 1-Owner Report,90D,5.0,12,Good,CarLotz Midlothian,4.9,858,23113,AWD,Silver,"$70,583",NOT HOT,Beige,21602,Model X,,1,69000,nan,Automatic,5YJXCAE2XGF003490,2016
Free CARFAX Report,100D,4.7,25,Good,Tim Dahle INFINITI,2.7,24,84107,AWD,Blue,"$78,996",NOT HOT,White,18238,Model S,,more than 1,76597,nan,Automatic,5YJSA1E22HF200977,2017
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,11716,AWD,Black,"$70,734",HOT CAR,Black,18968,Model S,,more than 1,66200,11,Automatic,5YJSA1E40GF120206,2016
CARFAX Report,Long Range,4.5,69,,Bala (Private Seller),nan,nan,nan,RWD,Black,,NOT HOT,Black,5006,Model 3,,more than 1,47500,nan,Automatic,,2018
CARFAX Report,75D,4.8,5,Good,Kia of Huntington,4.9,118,11743,AWD,Black,"$65,444",NOT HOT,Black,17757,Model S,,more than 1,60990,nan,Automatic,5YJSA1E27JF234225,2018
Free CARFAX 1-Owner Report,75D,4.8,5,Great,Greenwich INFINITI,4.8,399,06830,AWD,Black,"$66,860",HOT CAR,Black,18348,Model S,,1,56983,11,Automatic,5YJSA1E27JF234239,2018
Free CARFAX 1-Owner Report,,4.8,5,Fair,Cadillac Of Greenwich,3.7,39,06830,AWD,Black,"$57,483",HOT CAR,Other,15577,Model S,,1,62777,11,Automatic,5YJSA1E21JF234219,2018
